,0,1,2,3,4,5,6,7
0,"Number of health centre, providing health and family planning service 2011",,,,,,,
1,Mymensingh,,,,,,,
2,,,,,,,,
3, Upazila,Number of union health centre,Health service, Sterilization, M.R.,Injection/ copper-T,Oral pill/ condom,Number of immunization centre
4,Bhaluka,10,61399,745,366,8206,"39,852",112
5,Dhubaura,1,38400,208,106,7270,16668,114
6,Fulbaria,9,26026,689,228,8859,46995,320
7,Gaffargaon,48,37922,7282,2820,4972,15263,521
8,Gauripur,11,372042,204,14280,8698,372049,264
9,Haluaghat,3,25141,0,0,5283,35241,288
10,Ishwargonj,7,77023,6158,0,9315,63275,158
11,Muktagacha,10,161757,512,26,30970,676734,421
12,Mymensingh Sadar,4,45214,4,0,17458,178541,312
13,Nandail,12,125487,5,12,12541,12541,521
14,Phulpur,14,32514,0,0,12418,14589,481
15,Trishal,9,65432,667,60,3515,8590,288
16,Total,138,1068357,16474,17898,129505,1480338,3800
