,0,1,2,3,4,5,6
0,"Number of private hospital, clinic and related health personnel 2011",,,,,,
1,Mymensingh,,,,,,
2,,,,,,,
3,Upazila,Number of centre,Number of bed,Number of doctor,Number of nurse,Number of technician,Number of other staff
4,Bhaluka,2,25,4,7,4,7
5,Dhubaura,2,0,2,1,2,14
6,Fulbaria,0,0,0,0,0,0
7,Gaffargaon,0,0,0,0,0,0
8,Gauripur,3,67,9,6,7,10
9,Haluaghat,0,0,0,0,0,0
10,Ishwargonj,0,0,0,0,0,0
11,Muktagacha,3,15,10,7,17,20
12,Mymensingh Sadar,93,1541,367,1063,13,169
13,Nandail,3,0,3,3,3,10
14,Phulpur,2,20,4,8,1,8
15,Trishal,1,0,1,1,1,3
16,Total,109,1668,400,1096,48,241
