,0,1,2,3,4,5
0,Number of diagnostic centre and related health personnel 2011,,,,,
1,Mymensingh,,,,,
2,,,,,,
3,Upazila,Number of centre,Number of doctor,Number of nurse,Number of technician,Number of other staff
4,Bhaluka,3,3,4,6,5
5,Dhubaura,11,4,3,11,5
6,Fulbaria,6,6,0,6,24
7,Gaffargaon,5,20,5,10,10
8,Gauripur,11,2,2,1,10
9,Haluaghat,5,5,0,8,11
10,Ishwargonj,8,9,0,8,66
11,Muktagacha,4,7,0,80,12
12,Mymensingh Sadar,62,62,0,62,310
13,Nandail,2,2,0,2,8
14,Phulpur,11,9,11,4,30
15,Trishal,3,7,3,6,18
16,Total,131,136,28,204,509
