,0,1,2,3,4,5,6
0,Medical institution and personnel by municipality 2011,,,,,,
1,,,,,,,
2, Municipality,Government institution,Private institution,Medical personal - Bed,Medical personal - Doctor,Medical personal - Nurse,Medical personal - Technician
3,Begumganj,1,11,10,33,91,21
4,Chatkhil,1,9,120,89,51,33
5,Companiganj,1,13,136,33,51,80
6,Hatiya,1,0,50,7,5,2
7,Kabirhat,1,2,0,12,4,3
8,Noakhali,7,14,500,115,250,58
9,Senbagh,1,3,70,32,25,13
10,Sonaimuri,1,4,52,16,26,4
11,Total,14,56,938,337,503,214
