,0,1,2,3,4,5
0,Number of Government health complex and health personnel 2011,,,,,
1,Sunamganj,,,,,
2,,,,,,
3,Upazila,Number of bed,Number of doctor,Number of nurse,Number of technician,Number of other staff
4,Bishwamvarpur,31,3,5,5,53
5,Chhatak,51,14,6,5,99
6,Dakshin Sunamganj,31,5,7,3,55
7,Derai,31,4,3,3,71
8,Dharmapasha,31,4,3,1,78
9,Doarabazar,31,2,3,0,19
10,Jagannathpur,50,12,3,1,80
11,Jamalganj,31,4,1,1,19
12,Shalla,31,3,2,3,8
13,Sunamganj Sadar,100,9,16,3,27
14,Tahirpur,31,1,1,3,54
15,Total,418,54,39,20,508
