,0,1,2,3,4,5
0,Number of diagnostic centre and related health personnel 2011,,,,,
1,Sunamganj,,,,,
2,,,,,,
3,Upazila,Number of centre,Number of doctor,Number of nurse,Number of technician,Number of other staff
4,Bishwamvarpur,1,1,1,1,2
5,Chhatak,5,10,8,8,12
6,Dakshin Sunamganj,0,0,0,0,0
7,Derai,0,0,0,0,0
8,Dharmapasha,2,5,5,5,10
9,Doarabazar,1,2,0,0,2
10,Jagannathpur,3,5,0,3,9
11,Jamalganj,2,1,0,2,2
12,Shalla,0,0,0,0,0
13,Sunamganj Sadar,2,6,0,8,19
14,Tahirpur,2,4,0,4,11
15,Total,18,34,14,31,67
