,0,1,2,3,4,5
0,"Number of family planning clinical centre by municipality, city corporation 2011",,,,,
1,Sylhet,,,,,
2,,,,,,
3,Upazila/City Corporation,Sterilization centre,Mobile centre,Injection centre,Menstrual regularization centre,Family welfare centre
4,Balaganj,0,0,0,0,0
5,Beanibazar,1,0,1,1,1
6,Bishwanath,0,0,0,0,0
7,Companiganj,0,0,0,0,0
8,Dakhin Surma,0,0,0,0,0
9,Fenchuganj,0,0,0,0,0
10,Golapganj,0,0,1,0,1
11,Gowainghat,0,0,0,0,0
12,Jaintiapur,0,0,0,0,0
13,Kanaighat,1,0,5,1,1
14,Sylhet City Corporation,5,36,38,4,0
15,Sylhet Sadar,0,0,0,0,0
16,Zakiganj,1,0,1,1,1
17,Total,8,36,46,7,4
