,0,1,2,3,4,5
0,Number of diagnostic centre and related health personnel 2011,,,,,
1,Sylhet,,,,,
2,,,,,,
3,Upazila/City Corporation,Number of centre,Number of doctor,Number of nurse,Number of technician,Number of other staff
4,Balaganj,5,7,0,8,5
5,Beanibazar,5,5,10,10,15
6,Bishwanath,4,55,0,12,20
7,Companiganj,2,0,0,3,4
8,Dakhin Surma,2,7,4,10,13
9,Fenchuganj,2,0,0,2,4
10,Golapganj,3,3,0,8,8
11,Gowainghat,1,0,0,1,3
12,Jaintiapur,2,1,0,4,5
13,Kanaighat,2,2,0,3,7
14,Sylhet City Corporation,39,152,6,164,611
15,Sylhet Sadar,30,77,50,12,105
16,Zakiganj,2,3,0,3,6
17,Total,99,312,70,240,806
