,0,1,2,3,4,5
0,Number of Government health complex and personnel 2011,,,,,
1,Sylhet,,,,,
2,,,,,,
3,Upazila/City Corporation,Number of bed,Number of doctor,Number of nurse,Number of technician,Number of other staff
4,Balaganj,31,5,4,1,24
5,Beanibazar,50,16,8,4,108
6,Bishwanath,31,11,6,9,100
7,Companiganj,31,7,7,4,55
8,Dakhin Surma,31,19,9,5,99
9,Fenchuganj,31,7,7,4,53
10,Golapganj,31,26,8,4,99
11,Gowainghat,50,5,2,2,97
12,Jaintiapur,31,7,4,2,51
13,Kanaighat,31,4,4,0,84
14,Sylhet City Corporation,1080,198,151,7,1435
15,Sylhet Sadar,0,0,0,0,0
16,Zakiganj,31,8,3,2,87
17,Total,1459,313,213,44,2292
