,0,1,2,3,4,5,6,7,8,9,10,11
0,"Number of person, institute borrowing money from private commercial bank 2011",,,,,,,,,,,
1,"

Upazila",Number of branch of all private commercial banks,Number of borrower,Number of borrower,Number of borrower,Number of borrower,Number of borrower,Number of borrower,Number of borrower,Number of borrower,Number of borrower,Number of borrower
2,"

Upazila",Number of branch of all private commercial banks,"Agriculture
debt","Agriculture
debt",Industry debt,Industry debt,Other debt,Other debt,"Number of
borrower","Number of
borrower","Total debt
(crore tk)","Total debt
(crore tk)"
3,"

Upazila",Number of branch of all private commercial banks,Male,Female,Male,Female,Male,Female,Male,Female,Male,Female
4,Singra,0,0,0,0,0,0,0,0,0,0,0
5,Lalpur,1,0,0,0,0,215,0,215,0,51466,0
6,Gurudaspur,3,811,607,164,123,261,245,1236,975,12.27,5.4
7,Baraigram,3,304,15010,0,0,198,6886,502,22093,2.69,27.15
8,Bagatipara,1,0,0,0,0,47,0,47,0,744,600
9,Natore Sadar,6,72,48,18,14,84,47,174,109,39,24
10,Total,14,1187,15665,182,137,805,7178,2174,23177,52263.96,656.55
