,0,1,2,3,4,5
0,Number of family planning clinical centre by municipality 2011,,,,,
1,"Upazila/City
corporation","Sterilization
centre","Mobile
centre","Injection
centre","Menstrual
regularization centre","Family welfare
centre"
2,Anowara,0,0,0,0,0
3,Banshkhali,1,0,1,1,1
4,Boalkhali,0,0,0,0,0
5,Chandanaish,1,0,3,3,2
6,Chittagong City Corp.,205,8,1118,199,37
7,Fatikchhari,0,0,2,2,2
8,Hathazari,0,0,0,0,0
9,Lohagara,0,0,0,0,0
10,Mirsharai,1,0,0,2,15
11,Patiya,2,0,2,2,2
12,Rangunia,1,0,1,1,1
13,Raozan,2,0,2,2,2
14,Sandwip,0,2,3,1,3
15,Satkania,1,0,1,1,1
16,Sitakunda,1,8,1,1,1
17,Total,215,18,1134,215,67
