,0,1,2,3,4,5,6,7,8,9
0,Number of small scale and cottage industry 2011,,,,,,,,,
1,"
Upazila/City corporation",Small scale and cottage industry,Small scale and cottage industry,Small scale and cottage industry,Small scale and cottage industry,Small scale and cottage industry,Small scale and cottage industry,Small scale and cottage industry,Small scale and cottage industry,Small scale and cottage industry
2,"
Upazila/City corporation","Weaving/
handloom",Handy,"Husking
crafts mill","Goor
processing","Biri
factory","Salt
processing","Dry fish
processing",Pottery,Others
3,Anowara,0,0,185,0,0,0,0,7,153
4,Banshkhali,0,420,1902,0,0,7172,75,62,120150
5,Boalkhali,0,212,1315,0,0,1,0,15,0
6,Chandanaish,2,67,72,0,0,0,0,35,103
7,Chittagong City Corp.,0,73,379,0,1,20,0,0,114
8,Fatikchhari,0,756,446,0,0,0,0,733,0
9,Hathazari,0,0,300,0,0,0,0,50,20
10,Lohagara,0,0,500,0,0,0,0,0,0
11,Mirsharai,0,340,167,0,2,0,0,65,30
12,Patiya,0,0,256,0,0,33,15,150,0
13,Rangunia,0,0,0,0,0,0,0,40,482
14,Raozan,0,0,1500,0,0,0,0,97,0
15,Sandwip,0,37,53,0,0,0,0,0,0
16,Satkania,0,0,167,0,0,0,0,57,0
17,Sitakunda,0,1001,627,0,0,0,0,97,53
18,Total,2,2906,7574,0,3,7226,90,1408,121105
