,0,1,2,3,4,5
0,Number of family planning personnel working by municipality 2011,,,,,
1,"
Upazila/City corporation","
Doctor","Family planning
inspector",Family planning assistant,"Family planning
visitor",Midwife/ birth attendant (Dai)
2,Anowara,0,0,0,0,0
3,Banshkhali,2,1,1,1,0
4,Boalkhali,0,0,0,0,0
5,Chandanaish,2,3,9,3,11
6,Chittagong City Corp.,17,22,104,73,12
7,Fatikchhari,2,1,0,2,0
8,Hathazari,0,0,0,0,0
9,Lohagara,0,0,0,0,0
10,Mirsharai,2,2,13,4,3
11,Patiya,6,14,28,108,36
12,Rangunia,1,1,3,2,1
13,Raozan,5,2,13,1,0
14,Sandwip,5,3,8,5,70
15,Satkania,1,2,5,6,22
16,Sitakunda,1,1,10,2,3
17,Total,44,52,194,207,158
