,0,1,2,3,4,5,6,7
0,Irrigation by means 2010-2011,,,,,,,
1,,,,,,,,
2, Upazila,Irrigation management - Power pump,Irrigation management - Tube well,Irrigation management - Doon,Irrigation management - Swing basket,Irrigation management - Canal,Irrigation management - Others, Total
3,Bhola Sadar,3522,0,1618,0,0,0,34749
4,Burhanuddin,832,0,0,15,0,800,20535
5,Char Fasson,921,0,0,0,0,124,48338
6,Daulatkhan,65,0,0,124,185,25,10189
7,Lalmohan,1125,0,0,0,0,50,25491
8,Manpura,3,0,0,0,0,0,0
9,Tazumuddin,69,0,50,0,0,75,8425
10,Total,6537,0,1668,139,185,1074,147727
