,0,1,2,3,4,5,6,7,8,9,10,11
0,"Number of person, institute borrowing money from nationalized bank 2011",,,,,,,,,,,
1,,,,,,,,,,,,
2, Upazila/City corporation,Number of branch of all    nationalized banks,Number of borrower - Agriculture debt - Male,Number of borrower - Agriculture debt - Female,Number of borrower - Industry debt - Male,Number of borrower - Industry debt - Female,Number of borrower - Other debt - Male,Number of borrower - Other debt - Female,Number of borrower - Male,Number of borrower - Female,Number of borrower - Total debt (crore tk) - Male,Number of borrower - Total debt (crore tk) - Female
3,Anowara,9,5747,1168,0,0,758,293,6505,1461,12,0
4,Banshkhali,6,835,2,0,0,11999,7,12834,9,445,1
5,Boalkhali,3,250,20,0,0,420,205,670,225,15,25
6,Chandanaish,7,1985,42,362,130,643,116,2980,288,22,6
7,Chittagong City Corp.,104,413,93,2123,530,1873,720,3463,1398,1249,534
8,Fatikchhari,12,1082,121,212,16,`1113,1,247,268,117,13
9,Hathazari,16,75,5,15,0,200,15,205,105,10,0
10,Lohagara,4,602,20,0,0,689,158,1291,178,8,10
11,Mirsharai,18,9800,0,0,0,360,0,10160,0,10,0
12,Patiya,5,502,51,0,0,813,400,813,411,23,52
13,Rangunia,11,5604,145,0,0,1821,40,7425,185,20,0
14,Raozan,5,1508,0,0,0,28,0,1535,0,7,0
15,Sandwip,3,2500,3100,0,0,1500,2300,4000,5400,250,100
16,Satkania,6,5717,162,0,0,279,132,5996,294,13,0
17,Sitakunda,15,6149,377,0,0,405,106,6552,483,67,2
18,Total,224,42769,5306,2712,676,21788,4493,64676,10705,2268,743
