,0,1,2,3,4,5,6
0,Status of family planning activity 2011,,,,,,
1,,,,,,,
2,Upazila,Sterilization in number,Sterilization in number,IUD/ Injection,Condom (in piece),Oral pill (in cycle),Copper- T
3,Upazila,Vasectomy,Tubectomy,IUD/ Injection,Condom (in piece),Oral pill (in cycle),Copper- T
4,Belkuchi,1132,1008,8343,5553,27433,1788
5,Chauhali,53,139,1200,529,1655,405
6,Kamarkhanda,87,38,14023,95154,116281,235
7,Kazipur,128,12,41153,336692,257160,905
8,Royganj,1725,2235,3460,2426,31038,2201
9,Shahjadpur,226,167,28293,7475,43400,1163
10,Sirajganj Sadar,318,278,58102,515311,376127,564
11,Tarash,162,78,545,150,15,52
12,Ullahpara,314,173,74877,554326,549648,874
13,Total,4145,4128,229996,1517616,1402757,8187
