,0,1,2,3,4,5,6,7,8,9,10
0,Number of Government health complex and health facility 2011,,,,,,,,,,
1,,,,,,,,,,,
2,  Upazila,Number of  hospital/ clinic/ nursing home,  Number of bed,  Number of doctor,  Number of nurse, Number of    technician, No. of other staff,Number of patient under health facility Indoor Male,Number of patient under health facility Indoor Female,Number of patient under health facility Outdoor Male,Number of patient under health facility Outdoor Female
3,Harinakunda,1,50,7,14,6,95,743,1391,3540,7060
4,Jhenaidah Sadar,18,100,31,39,4,125,6080,8120,14120,16282
5,Kaliganj,1,50,21,16,6,116,3461,4420,22458,46095
6,Kotchandpur,1,31,7,14,8,54,4578,7293,10508,14274
7,Mahespur,5,50,7,15,4,93,2604,2676,15809,23445
8,Shailkupa,15,31,9,11,5,159,5000,7000,23800,97000
9,Total,41,312,82,109,33,642,22466,30900,90235,204156
