,0,1,2,3,4,5,6,7,8,9,10,11
0,"Number of person, institute borrowing money from private commercial bank 2011",,,,,,,,,,,
1,,,,,,,,,,,,
2,  Upazila,Number of branch of private commercial bank,Number of borrower Agriculture debt Male,Number of borrower Agriculture debt Female,Number of borrower Industry debt Male,Number of borrower Industry debt Female,Number of borrower Other debt Male,Number of borrower Other debt Female,Number of borrower Male,Number of borrower Female,Number of borrower Total debt (crore tk) Male,Number of borrower Total debt (crore tk) Female
3,Harinakunda,5,574,32,12,2,25,11,611,45,12,3
4,Jhenaidah Sadar,7,109,0,2,0,756,57,867,57,13,3
5,Kaliganj,8,1408,908,23,2,288,5,1719,3015,37,16
6,Kotchandpur,1,260,1705,0,0,145,2,405,1707,165,2
7,Mahespur,5,0,0,0,0,0,3452,0,3452,0,1
8,Shailkupa,6,0,5040,0,0,0,302,125,60,0,17
9,Total,32,2351,7685,37,4,1214,3829,3727,8336,227,42
