,0,1,2,3,4,5,6,7,8,9,10
0,Number of Non-Government health complex and health facility 2011,,,,,,,,,,
1,,,,,,,,,,,
2,  Upazila,Number of hospital/ clinic/ nursing home, Number of bed, Number of doctor, Number of nurse, Number of technician,Number of other staff,Number of patient under health facilitiy - Indoor - Male,Number of patient under health facilitiy - Indoor - Female,Number of patient under health facilitiy - Outdoor - Male,Number of patient under health facilitiy - Outdoor - Female
3,Bauphal,1,12,2,4,3,8,211,180,2920,2210
4,Dashmina,0,0,0,0,0,0,0,0,0,0
5,Dumki,0,0,0,0,0,0,0,0,0,0
6,Galachipa,0,0,0,0,0,0,0,0,0,0
7,Kalapara,0,0,0,0,0,0,0,0,0,0
8,Mirzaganj,0,0,0,0,0,0,0,0,0,0
9,Patuakhali Sadar,18,40,20,44,41,86,8320,11210,28150,32300
10,Total,19,52,22,48,44,94,8531,11390,31070,34510
