,0,1,2,3,4,5,6,7,8,9,10,11
0,"Number of person, institute borrowing money from nationalized bank 2011",,,,,,,,,,,
1,,,,,,,,,,,,
2,  Upazila,Number of branch of all    nationalized bank,Number of borrower - Agriculture debt - Male,Number of borrower - Agriculture debt - Female,Number of borrower - Industry debt - Male,Number of borrower - Industry debt - Female,Number of borrower - Other debt - Male,Number of borrower - Other debt - Female,Number of borrower - Male,Number of borrower - Female,Number of borrower - Total debt (crore tk) - Male,Number of borrower - Total debt (crore tk) - Female
3,Bauphal,12,26661,498,17,2,3398,49,30076,549,81,2
4,Dashmina,6,7963,432,0,0,211,175,8673,358,8,1
5,Dumki,5,4038,1518,198,110,1720,1007,5918,2630,19,7
6,Galachipa,12,21000,5000,12000,200,3000,1000,25200,6200,87,8
7,Kalapara,8,4925,16 25,118,65,2820,2200,7863,3890,49,12
8,Mirzaganj,3,6163,202,0,0,2679,1470,8842,1622,13,1
9,Patuakhali Sadar,15,19712,1210,585,28,44200,9700,64497,10938,44,5
10,Total,46,90462,8860,12918,405,58028,15601,151069,26187,300,36
