,0,1,2,3,4,5,6,7,8
0,Progress of rural electrification 2011,,,,,,,,
1,,,,,,,,,
2, Upazila,Number of electrified,Number of electrified,Number of electrified,Number of electrified,Number of electrified,Number of electrified,Number of electrified,Number of electrified
3, Upazila, Village,Residential holding,Large scale industry,Small scale Industry,Deep tube- well,Power pump,Commercial holding, Others
4,Dhaka Metropolitan,0,0,0,0,0,0,0,0
5,Dhamrai,139,36439,7,696,132,0,3022,0
6,Dohar,134,28400,0,290,12,480,2700,0
7,Keraniganj,373,105505,7,1993,1,362,10195,0
8,Nawabganj,326,51240,0,8,5,30,3667,1392
9,Savar,214,74255,84,1640,92,20,2878,0
10,Total,1186,295839,98,4627,242,892,22462,1392
