,0,1,2,3,4,5,6,7,8,9,10
0,Number of Government health complex and health facility 2011,,,,,,,,,,
1,"

Upazila","Number of  hospital
/ clinic/ nursing home","

Number of bed","
Number of  doctor","

Number of nurse","
Number of    technician","
Number of
other staff","Number of patient
under health facility","Number of patient
under health facility","Number of patient
under health facility","Number of patient
under health facility"
2,"

Upazila","Number of  hospital
/ clinic/ nursing home","

Number of bed","
Number of  doctor","

Number of nurse","
Number of    technician","
Number of
other staff",Indoor,Indoor,Outdoor,Outdoor
3,"

Upazila","Number of  hospital
/ clinic/ nursing home","

Number of bed","
Number of  doctor","

Number of nurse","
Number of    technician","
Number of
other staff",Male,Female,Male,Female
4,Belkuchi,3,51,15,11,16,104,4214,5108,66509,65953
5,Chauhali,1,31,7,5,0,66,702,757,11440,12162
6,Kamarkhanda,1,31,10,10,6,75,2336,3224,34605,42295
7,Kazipur,1,31,17,10,10,34,761,1082,845,990
8,Royganj,1,31,12,10,8,14,895,1435,15200,18320
9,Shahjadpur,1,31,19,69,5,172,2085,5072,11844,25335
10,Sirajganj Sadar,5,135,45,67,6,200,29814,53296,45210,64702
11,Tarash,1,31,9,10,5,59,774,855,20338,28526
12,Ullahpara,2,51,7,13,6,230,1881,2109,27164,35970
13,Total,16,423,141,205,62,954,43462,72938,233155,294253
