,0,1,2,3,4,5,6,7,8,9,10,11
0,"Number of person, institute borrowing money from nationalized bank 2011",,,,,,,,,,,
1,,,,,,,,,,,,
2,  Upazila,Number of branch of all    nationalized banks,Number of borrower,Number of borrower,Number of borrower,Number of borrower,Number of borrower,Number of borrower,Number of borrower,Number of borrower,Number of borrower,Number of borrower
3,  Upazila,Number of branch of all    nationalized banks,Agriculture debt,Agriculture debt,Industry debt,Industry debt,Other debt,Other debt,Number of borrower,Number of borrower,Total debt (crore tk),Total debt (crore tk)
4,  Upazila,Number of branch of all    nationalized banks,Male,Female,Male,Female,Male,Female,Male,Female,Male,Female
5,Bagerhat Sadar,21,12760,1881,312,0,2821,252,15893,2133,51,3
6,Kachua,4,2240,446,0,0,693,78,2933,524,4,0
7,Rampal,5,1470,32,0,0,0,0,1470,32,14,1
8,Sarankhola,2,961,32,0,0,52,111,1023,142,12,1
9,Chitalmari,4,8243,202,0,0,2004,128,10247,330,33,1
10,Morrelgonj,8,6221,1092,0,0,2785,222,9006,1314,29,4
11,Mongla,8,427,0,3,0,875,0,1302,0,11,0
12,Mollahat,3,3982,27,0,0,448,897,4430,924,16,3
13,Fakirhat,8,2870,102,32,0,1063,706,3965,808,20,2
14,Total,63,39174,3814,347,0,10741,2394,50269,6207,189,15
