,0,1,2,3,4
0,Number of fisherman and production of fish in following years,,,,
1,,,,,
2,(Production in metric ton) - Upazila,(Production in metric ton) - 2010-11 - Number,(Production in metric ton) - 2010-11 - Production,(Production in metric ton) - 2009-10 - Number,(Production in metric ton) - 2009-10 - Production
3,Bhurungamari,662,627,650,613
4,Char Rajibpur,820,206,850,178
5,Chilmari,915,2515,513,1385
6,Kurigram Sadar,4100,1675,4492,1865
7,Nageshwari,2300,5507,2095,2534
8,Phulbari,625,890,532,850
9,Rajarhat,253,1846,264,1927
10,Raumari,375,14,375,14
11,Ulipur,2050,1598,1975,1480
12,Total,12100,14877,11746,10845
