,0,1,2,3,4,5,6,7,8,9,10,11
0,"Number of person, institute borrowing money from private commercial bank 2011",,,,,,,,,,,
1,,,,,,,,,,,,
2,  Upazila,Number of branch of all private commercial bank,Number of borrower,Number of borrower,Number of borrower,Number of borrower,Number of borrower,Number of borrower,Number of borrower,Number of borrower,Number of borrower,Number of borrower
3,  Upazila,Number of branch of all private commercial bank,Agriculture debt,Agriculture debt,Industry debt,Industry debt,Other debt,Other debt,Number of borrower,Number of borrower,Total debt (crore tk),Total debt (crore tk)
4,  Upazila,Number of branch of all private commercial bank,Male,Female,Male,Female,Male,Female,Male,Female,Male,Female
5,Chhagalnaiya,8,1184,7580,0,0,1310,5062,2494,12642,18,15
6,Daganbhuiyan,8,0,0,7,8,445,65,452,73,68,3
7,Feni Sadar,9,0,0,140,0,2960,0,3100,0,12,0
8,Fulgazi,2,0,0,62,0,15,0,77,0,4,0
9,Parshuram,1,286,421,0,0,98,0,384,421,7,1
10,Sonagazi,6,1124,0,0,0,1993,0,3117,0,18,0
11,Total,34,2594,8001,209,8,6821,5127,9624,13136,127,18
