,0,1,2,3,4,5,6,7,8,9,10,11
0,"Number of person, institute borrowing money from nationalized bank 2011",,,,,,,,,,,
1,,,,,,,,,,,,
2,  Upazila,Number of Branches of all    nationalized bank,Number of borrower - Agriculture debt - Male,Number of borrower - Agriculture debt - Female,Number of borrower - Industry debt - Male,Number of borrower - Industry debt - Female,Number of borrower - Others debt - Male,Number of borrower - Others debt - Female,Number of borrower - Male,Number of borrower - Female,Number of borrower - Total debt (Crore) - Male,Number of borrower - Total debt (Crore) - Female
3,Badarganj,4,18148,427,2,0,5088,25,23236,454,32,2
4,Gangachara,4,2268,853,0,0,1068,321,3336,1174,12,4
5,Kaunia,6,5914,20,22,0,1756,149,7692,169,349,141
6,Mithapukur,3,24927,0,158,0,6152,0,31237,0,58,0
7,Pirgachha,6,4155,872,0,0,1116,231,5271,1103,16,110
8,Pirganj,10,5455,255,66,0,2235,352,352,1050,25,90
9,Rangpur sadar,27,11076,647,65,0,39983,2329,51120,2989,6400,961
10,Taraganj,3,7136,200,0,0,450,47,1806,247,10,2
11,Total,63,79079,3274,313,0,57848,3454,124050,7186,6902,1310
