,0,1,2,3,4,5,6,7
0,"Number of health centre, providing health and family planning service 2011",,,,,,,
1,Joypurhat,,,,,,,
2,,,,,,,,
3, Upazila,Number of union health centre,Health service, Sterilization, M.R.,Injection/ copper-T,Oral pill/ condom,Number of immunization centre
4,Akkelpur,5,27000,356,35,3546,1478591,120
5,Joypurhat sadar,7,124098,4014,309,85278,580564,228
6,Kalai,5,55606,1521,106,7060,285161,128
7,Khetlal,5,60967,494,132,58503,751521,120
8,Panchbibi,8,28000,231,109,44300,213750,119
9,Total,30,295671,6616,691,198687,3309587,715
