,0,1,2,3,4,5,6,7,8,9,10
0,Number of Government health complex and health facility 2011,,,,,,,,,,
1,,,,,,,,,,,
2,  Upazila,Number of hospital/ clinic/ nursing home, Number of bed, Number of  doctor, Number of nurse, Number of    technician, Number of other staff,Number of patient under health facility,Number of patient under health facility,Number of patient under health facility,Number of patient under health facility
3,  Upazila,Number of hospital/ clinic/ nursing home, Number of bed, Number of  doctor, Number of nurse, Number of    technician, Number of other staff,Indoor,Indoor,Outdoor,Outdoor
4,  Upazila,Number of hospital/ clinic/ nursing home, Number of bed, Number of  doctor, Number of nurse, Number of    technician, Number of other staff,Male,Female,Male,Female
5,Barlekha,1,31,9,7,5,77,1819,2219,22732,21995
6,Juri,1,0,3,3,4,22,0,0,7022,6945
7,Kamalganj,1,31,12,5,3,72,0,0,0,0
8,Kulaura,1,50,20,7,7,97,20,120,30,200
9,Moulvibazar Sadar,1,100,25,40,6,25,12215,13002,90661,88815
10,Rajnagar,1,31,5,6,5,70,1819,2219,22732,21995
11,Sreemangal,1,31,28,17,10,155,0,0,0,0
12,Total,7,274,102,85,40,518,15873,17560,143177,139950
