,0,1,2,3,4,5,6,7,8,9,10,11
0,"Population and literacy rate of 1981, 1991, 2001  2011 and number of voter 2011",,,,,,,,,,,
1,,,,,,,,,,,,
2, Upazila,Population (000) 1981,Population (000) 1991,Population (000) 2001,Population (000) 2011,Literacy rate () 1981,Literacy rate () 1991,Literacy rate () 2001,Literacy rate () 2011,Number of voter (000) Male,Number of voter (000) Female,Number of voter (000) Total
3,Harinakunda,126,162,173,198,14.5,20.8,39.5,42.3,63,64,127
4,Jhenaidah Sadar,272,333,394,456,23.8,27.5,47.4,51.8,740,145,285
5,Kaliganj,180,219,252,282,22.1,29.7,46.2,52.0,90,91,181
6,Kotchandpur,92,107,132,141,22.5,26.9,43.7,50.4,45,45,90
7,Mahespur,186,246,296,332,17.1,22.2,43.7,44.8,102,104,206
8,Shailkupa,253,293,332,362,21.8,26.3,43.7,44.7,144,117,261
9,Total,1109,1360,1579,1771,20.3,25.6,44.7,48.4,1184,566,1150
