,0,1,2,3,4,5,6,7,8,9,10,11
0,"Number of person, institute borrowing money from private commercial bank 2011",,,,,,,,,,,
1,,,,,,,,,,,,
2,  Upazila,Number of branch of all private commercial banks,Number of borrower,Number of borrower,Number of borrower,Number of borrower,Number of borrower,Number of borrower,Number of borrower,Number of borrower,Number of borrower,Number of borrower
3,  Upazila,Number of branch of all private commercial banks,Agriculture debt,Agriculture debt,Industry debt,Industry debt,Other debt,Other debt,Number of borrower,Number of borrower,Total debt (crore tk),Total debt (crore tk)
4,  Upazila,Number of branch of all private commercial banks,Male,Female,Male,Female,Male,Female,Male,Female,Male,Female
5,Alamdanga,0,0,0,0,0,0,0,0,0,0,0
6,Chuadanga Sadar,3,1,124,20,2,1689,34,1710,160,31.53,1.97
7,Damurhuda,0,0,0,0,0,0,0,0,0,0,0
8,Jibonnagar,1,126,318,0,0,257,2,383,320,6.51,0.51
9,Total,4,127,442,20,2,1946,36,2093,480,38.04,2.48
