,0,1,2,3,4,5,6,7,8,9,10
0,Number of Government health complex and health facility 2011,,,,,,,,,,
1,,,,,,,,,,,
2,  Upazila,Number of  hospital/ clinic/ nursing home,  Number of bed, Number of  doctor,  Number of nurse,  Number of technician, Number of other staff,Number of patient under health facility,Number of patient under health facility,Number of patient under health facility,Number of patient under health facility
3,  Upazila,Number of  hospital/ clinic/ nursing home,  Number of bed, Number of  doctor,  Number of nurse,  Number of technician, Number of other staff,Indoor,Indoor,Outdoor,Outdoor
4,  Upazila,Number of  hospital/ clinic/ nursing home,  Number of bed, Number of  doctor,  Number of nurse,  Number of technician, Number of other staff,Male,Female,Male,Female
5,Kalkini,1,50,18,9,12,118,1415,1505,36257,75115
6,Madaripur Sadar,2,100,17,13,2,104,7414,6460,480,55800
7,Rajoir,1,31,9,11,4,87,5840,6205,15330,16425
8,Shibchar,1,50,17,12,4,11,3850,4562,14000,16300
9,Total,5,231,61,45,22,320,18519,18732,66067,163640
