,0,1,2,3,4,5,6,7
0,"Number of health centre, providing health and family planning service 2011",,,,,,,
1,Rajshahi,,,,,,,
2,,,,,,,,
3,Upazila/city corporation,Number of union health centre,Health service,Sterilization,M.R.,Injection/ copper-T,Oral pill/ condoms,Number of immunization centre
4,Bagha,5,5,1,5,6,36,145
5,Baghmara,11,16,4,17,17,59,0
6,Charghat,4,13800,0,96,315,362,27
7,Durgapur,7,19,6580,0,5410,11371,169
8,Godagari,9,9,0,10,55,7590,1
9,Mohanpur,5,89762,325,83,34828,180967,14
10,Paba,9,9,0,0,0,0,218
11,Puthia,6,5,1,56,18701,452298,144
12,Rajshahi City Corporation,6,14,4,8,5,44,0
13,Tanore,8,8672,11,6,469,7105,0
14,Total,70,112311,6926,281,59806,659832,718
