,0,1,2,3,4,5,6,7,8,9,10,11
0,"Population and literacy rate of 1981, 1991, 2001  2011 and number of voter 2011",,,,,,,,,,,
1,Rajshahi,,,,,,,,,,,
2,,,,,,,,,,,,
3,Upazila/city corporation,Population (000) 1981,Population (000) 1991,Population (000) 2001,Population (000) 2011,Literacy rate () 1981,Literacy rate () 1991,Literacy rate () 2001,Literacy rate () 2011,Number of voter (000) Male,Number of voter (000) Female,Number of voter (000) Total
4,Bagha,125,154,170,184,16.7,26.2,41.8,49.6,60,61,121
5,Baghmara,235,283,320,355,20.2,22.9,39.0,46.3,117,123,240
6,Charghat,134,164,184,207,18.3,26.6,45.7,47.7,66,65,131
7,Durgapur,111,138,168,186,13.5,20.2,41.0,48.2,60,62,122
8,Godagari,173,218,280,331,21.6,27.6,42.1,46.3,93,97,190
9,Mohanpur,100,126,153,170,20.3,25.2,45.4,51.3,53,56,109
10,Paba,167,213,262,314,14.8,25.1,43.6,50.3,95,97,192
11,Puthia,127,159,189,207,18.1,25.5,45.3,49.6,68,69,137
12,Rajshahi City Corporation,254,294,389,450,55.8,58.3,67.1,74.1,135,135,270
13,Tanore,112,138,173,191,22.1,28.0,45.4,48.8,58,64,122
14,Total,3519,3878,2288,2595,25.7,30.6,47.5,53.0,805,829,1634
