,0,1,2,3,4,5,6
0,Status of family planning activity 2011,,,,,,
1,,,,,,,
2,Upazila,Sterilization in number - Vasectomy,Sterilization in number - Tubectomy,IUD/ Injection,Condom (in piece),Oral pill (in cycle),Copper- T
3,Belkuchi,1132,1008,8343,5553,27433,1788
4,Chauhali,53,139,1200,529,1655,405
5,Kamarkhanda,87,38,14023,95154,116281,235
6,Kazipur,128,12,41153,336692,257160,905
7,Royganj,1725,2235,3460,2426,31038,2201
8,Shahjadpur,226,167,28293,7475,43400,1163
9,Sirajganj Sadar,318,278,58102,515311,376127,564
10,Tarash,162,78,545,150,15,52
11,Ullahpara,314,173,74877,554326,549648,874
12,Total,4145,4128,229996,1517616,1402757,8187
