,0,1,2,3,4,5
0,Average doctor s fee per patient 2011,,,,,
1,,,,,,
2,(Fee in taka) - Upazila,(Fee in taka) - Doctor - MBBS,(Fee in taka) - Doctor - FCPS,(Fee in taka) - Doctor - Dentist,(Fee in taka) - Doctor - Gynaecologist,(Fee in taka) - Doctor - Homeopathy
3,Belkuchi,250,200,200,250,50
4,Chauhali,200,300,200,200,50
5,Kamarkhanda,200,0,200,200,50
6,Kazipur,200,350,300,350,50
7,Royganj,200,300,200,200,50
8,Shahjadpur,100,300,250,200,50
9,Sirajganj Sadar,200,300,300,250,50
10,Tarash,200,0,200,200,50
11,Ullahpara,200,300,200,200,50
12,Average,195,293,228,228,50
