,0,1,2,3,4,5
0,Daily average wage rate of non-agricultural labour 2011,,,,,
1,,,,,,
2,(Wage in taka) - Upazila,(Wage in taka) - Porter (coolee),(Wage in taka) - Garden labour male,(Wage in taka) - Garden female labour,(Wage in taka) - Other labour (Adult),(Wage in taka) - Other labour (Child)
3,Bhurungamari,220,150,135,165,100
4,Char Rajibpur,250,0,0,200,0
5,Chilmari,250,200,100,200,100
6,Kurigram Sadar,200,200,180,200,150
7,Nageshwari,200,0,0,400,100
8,Phulbari,250,0,0,200,100
9,Rajarhat,280,230,130,200,60
10,Raumari,200,250,180,200,100
11,Ulipur,225,0,0,200,0
12,Average,250,200,150,200,100
