,0,1,2,3,4,5
0,Number of co-operative society 2011,,,,,
1,,,,,,
2,Upazila/city corporation,Number,Number of employee,Number of client,Annual premium (In lac tk.).,Annual claimed paid (In lac tk.).
3,Agailjhara,86,130,10200,1420,2100
4,Babuganj,168,32,7560,89.12,56.52
5,Bakerganj,167,90,12386,170.45,389.89
6,Banaripara,133,11,20245,77.38,359.66
7,Barisal city corporation,246,304,17315,212,162
8,Barisal sadar,314,404,18794,2.78,1.88
9,Gaurnadi,112,170,13649,159,292
10,Hizla,65,15,3900,150,19
11,Mehendiganj,156,5,3120,120,0
12,Muladi,163,30,7381,35,42
13,Wazirpur,197,121,14656,160.91,41.26
14,Total,1807,1312,129206,2596.64,3464.21
