,0,1,2,3,4,5,6,7,8,9,10
0,Number of Non-government health complex and health facility 2011,,,,,,,,,,
1,Lakshmipur,,,,,,,,,,
2,,,,,,,,,,,
3,Upazila,Number of hospital/ clinic/ nursing home,Number of bed,Number of doctor,Number of nurse,Number of technician,Number of other staff,Number of Patient under Health facilities 2011 Indoor Male,Number of Patient under Health facilities 2011 Indoor Female,Number of Patient under Health facilities 2011 Outdoor Male,Number of Patient under Health facilities 2011 Outdoor Female
4,Kamalnagar,0,0,0,0,0,0,0,0,0,0
5,Lakshmipur Sadar,14,125,32,172,36,116,6540,7303,7932,8188
6,Ramganj,6,60,6,4,0,17,12484,12884,640,1640
7,Ramgati,0,0,0,0,0,0,0,0,0,0
8,Roypur,3,30,21,34,8,61,872,2089,0,0
9,Total,23,215,59,210,44,194,19896,22276,8572,9828
