,0,1,2,3,4,5,6,7,8,9,10,11
0,"Number of person, institute borrowing money from private commercial bank 2011",,,,,,,,,,,
1,"

Upazila","Number of branch of all private
commercial banks",Number of borrower,Number of borrower,Number of borrower,Number of borrower,Number of borrower,Number of borrower,Number of borrower,Number of borrower,Number of borrower,Number of borrower
2,"

Upazila","Number of branch of all private
commercial banks","Agriculture
debt","Agriculture
debt","Industry
debt","Industry
debt",Other debt,Other debt,"Number of
borrower","Number of
borrower","Total debt
(crore tk)","Total debt
(crore tk)"
3,"

Upazila","Number of branch of all private
commercial banks",Male,Female,Male,Female,Male,Female,Male,Female,Male,Female
4,Bholahat,1,0,0,0,0,2,0,2,0,0.1,0
5,Chapai Nawabganj Sadar,16,1148,3573,25,1,2687,71,3856,3645,433.48,10.87
6,Gomastapur,2,0,0,11,2,380,70,4901,72,12,8
7,Shibganj,4,172,5,0,0,87,3,259,8,32,0.8
8,Nachole,1,0,0,0,0,20,0,20,0,1,0
9,Total,24,1320,3578,36,3,3176,144,9038,3725,478.58,19.67
