,0,1,2,3,4,5,6,7,8,9,10
0,Number of Non-Government health complex and health facility 2011,,,,,,,,,,
1,,,,,,,,,,,
2,  Upazila,Number of  hospital/ clinic/ nursing home,  Number of bed, Number of  doctor,  Number of nurse, Number of    technician, Number of other staff,Number of patient under health facility - Indoor - Male,Number of patient under health facility - Indoor - Female,Number of patient under health facility - Outdoor - Male,Number of patient under health facility - Outdoor - Female
3,Begumganj,14,199,37,96,23,239,5444,6667,149340,148306
4,Chatkhil,9,70,27,41,26,161,1047,1213,10362,12531
5,Companiganj,7,86,19,37,16,117,9327,7837,13428,15823
6,Hatiya,0,0,0,0,0,0,0,0,0,0
7,Kabirhat,2,0,7,4,2,7,0,0,4000,5000
8,Noakhali Sadar,14,300,69,180,40,733,10955,13551,13091,25550
9,Senbagh,3,30,15,23,6,31,333,927,3930,5614
10,Sonaimuri,9,52,15,29,17,96,254,427,3895,43416
11,Subarnachar,0,0,0,0,0,0,0,0,0,0
12,Total,58,737,189,410,130,1384,27360,30622,198046,256240
