,0,1,2,3,4,5,6,7,8,9,10,11
0,"Number of person, institute borrowing money from nationalized bank 2011",,,,,,,,,,,
1,,,,,,,,,,,,
2,  Upazila,Number of branch of all    nationalized banks,Number of borrower,Number of borrower,Number of borrower,Number of borrower,Number of borrower,Number of borrower,Number of borrower,Number of borrower,Number of borrower,Number of borrower
3,  Upazila,Number of branch of all    nationalized banks,Agriculture debt,Agriculture debt,Industry debt,Industry debt,Other debt,Other debt,Number of borrower,Number of borrower,Total debt (crore tk),Total debt (crore tk)
4,  Upazila,Number of branch of all    nationalized banks,Male,Female,Male,Female,Male,Female,Male,Female,Male,Female
5,Bhaluka,4,9131,2,0,0,432,425,1387,8427,10103,30
6,Dhubaura,3,486,307,0,0,140,160,5007,467,11,1
7,Fulbaria,3,6320,603,0,0,210,100,6530,703,52220,26362
8,Gaffargaon,7,34885,283,32,0,10166,314,45087,597,49,2
9,Gauripur,5,0,0,110,0,275,100,205,0,4,10
10,Haluaghat,6,22273,1319,0,0,2780,225,15053,1341,61,4
11,Ishwargonj,10,20350,535,0,0,1182,83,21532,618,2071,32
12,Muktagacha,8,11065,374,10,0,1020,236,12095,603,14,3
13,Mymensingh Sadar,22,9254,253,66,0,14240,750,23560,1703,179,15
14,Nandail,4,315,0,0,0,640,42,955,42,60,17
15,Phulpur,6,2700,50,0,0,50,5,2750,55,47,2
16,Trishal,10,10787,47,104,0,447,30,11328,87,41,0
17,Total,88,127566,3773,322,0,31582,2470,145489,14643,64859,26477
