,0,1,2,3,4,5,6
0,Medical institution and personnel by municipality 2011,,,,,,
1,,,,,,,
2, Upazila,Government institution,Private institution,Medical personal,Medical personal,Medical personal,Medical personal
3, Upazila,Government institution,Private institution,Bed,Doctor,Nurse,Technician
4,Bhaluka,1,7,89,45,32,16
5,Dhubaura,0,0,0,0,0,0
6,Fulbaria,1,0,50,22,10,4
7,Gaffargaon,1,1,50,21,16,22
8,Gauripur,1,1,31,17,8,10
9,Haluaghat,0,0,0,0,0,0
10,Ishwargonj,1,0,50,32,9,5
11,Muktagacha,1,3,65,32,17,43
12,Mymensingh Sadar,2,92,1760,499,1290,23
13,Nandail,1,7,50,17,7,8
14,Phulpur,1,2,70,45,22,12
15,Trishal,1,0,50,33,15,8
16,Total,11,113,2265,763,1426,151
