,0,1,2,3,4,5
0,Number of Government health complex and health personnel 2011,,,,,
1,Comilla,,,,,
2,,,,,,
3,Upazila,Number of bed,Number of doctor,Number of nurse,Number of technician,Number of other staff
4,Adarsha Sadar,750,142,222,23,182
5,Barura,31,22,9,6,63
6,Brahmanpara,50,13,6,5,58
7,Burichang,31,13,15,6,115
8,Chandina,51,21,12,6,126
9,Chauddagram,50,36,6,3,175
10,Comilla Sadar Dakshin,31,20,6,5,68
11,Daudkandi,50,27,13,6,139
12,Debidwar,50,17,12,6,32
13,Homna,50,18,11,10,90
14,Laksam,50,20,12,7,56
15,Monoharganj,0,16,0,3,14
16,Meghna,31,16,1,4,31
17,Muradnagar,50,35,11,8,150
18,Nangalkot,50,24,8,5,81
19,Titas,31,19,9,4,50
20,Total,1356,459,353,107,1430
