,0,1,2,3,4,5,6,7,8,9,10,11
0,"Number of person, institute borrowing money from private commercial bank 2011",,,,,,,,,,,
1,,,,,,,,,,,,
2,  Upazila,Number of branch of all private commercial banks,Number of borrower - Agriculture debt - Male,Number of borrower - Agriculture debt - Female,Number of borrower - Industry debt - Male,Number of borrower - Industry debt - Female,Number of borrower - Other debt - Male,Number of borrower - Other debt - Female,Number of borrower - Male,Number of borrower - Female,Number of borrower - Total debt (crore tk) - Male,Number of borrower - Total debt (crore tk) - Female
3,Adarsha Sadar,15,388,118,8,1,621,476,1017,595,169.35,4.2
4,Barura,1,0,0,0,0,130,96,130,96,0.56,0.031
5,Brahmanpara,3,959,93,0,0,65,16,1333,109,14.78,0.32
6,Burichang,5,7890,0,0,0,0,0,7890,0,220,0
7,Chandina,9,7831,972,8,0,142,138,8313,1087,3180.8,6.39
8,Chauddagram,4,0,0,0,0,375,245,375,245,2,0.5
9,Comilla Sadar Dakshin,0,0,0,0,0,0,0,0,0,0,0
10,Daudkandi,11,4780,1236,2,0,1532,3036,6314,3272,107.55,42.59
11,Debidwar,0,0,0,0,0,0,0,0,0,0,0
12,Homna,0,0,0,0,0,0,0,0,0,0,0
13,Laksam,22,346,11312,29,0,1696,7162,2071,18475,223.41,27.29
14,Monoharganj,3,3590,12,0,0,1376,250,4978,262,13.31,0.38
15,Meghna,0,0,0,0,0,0,0,0,0,0,0
16,Muradnagar,5,525,2691,0,0,650,19,1175,2710,61.02,6.8
17,Nangalkot,20,11232,0,2,0,4144,0,14775,0,14.08,5.49
18,Titas,2,201,4,0,0,0,0,201,4,0.85,0.01
19,Total,100,37742,16438,49,1,10731,11438,48572,26855,4007.71,94.001
