,0,1,2,3,4,5,6,7,8,9,10,11
0,"Number of person, institute borrowing money from nationalized bank 2011",,,,,,,,,,,
1,,,,,,,,,,,,
2,  Upazila,Number of branch of all    nationalized bank,Number of borrower,Number of borrower,Number of borrower,Number of borrower,Number of borrower,Number of borrower,Number of borrower,Number of borrower,Number of borrower,Number of borrower
3,  Upazila,Number of branch of all    nationalized bank,Agriculture debt,Agriculture debt,Industry debt,Industry debt,Other debt,Other debt,Number of borrower,Number of borrower,Total debt (crore tk),Total debt (crore tk)
4,  Upazila,Number of branch of all    nationalized bank,Male,Female,Male,Female,Male,Female,Male,Female,Male,Female
5,Bauphal,12,26661,498,17,2,3398,49,30076,549,81,2
6,Dashmina,6,7963,432,0,0,211,175,8673,358,8,1
7,Dumki,5,4038,1518,198,110,1720,1007,5918,2630,19,7
8,Galachipa,12,21000,5000,12000,200,3000,1000,25200,6200,87,8
9,Kalapara,8,4925,16 25,118,65,2820,2200,7863,3890,49,12
10,Mirzaganj,3,6163,202,0,0,2679,1470,8842,1622,13,1
11,Patuakhali Sadar,15,19712,1210,585,28,44200,9700,64497,10938,44,5
12,Total,46,90462,8860,12918,405,58028,15601,151069,26187,300,36
