,0,1,2,3,4,5,6,7,8,9,10,11
0,"Number of person, institute borrowing money from private commercial bank 2011",,,,,,,,,,,
1,"

Upazila",Number of branch of all private commercial bank,Number of borrower,Number of borrower,Number of borrower,Number of borrower,Number of borrower,Number of borrower,Number of borrower,Number of borrower,Number of borrower,Number of borrower
2,"

Upazila",Number of branch of all private commercial bank,Agriculture debt,Agriculture debt,Industry debt,Industry debt,Other debt,Other debt,"Number of
borrower","Number of
borrower","Total debt
(crore tk)","Total debt
(crore tk)"
3,"

Upazila",Number of branch of all private commercial bank,Male,Female,Male,Female,Male,Female,Male,Female,Male,Female
4,Bauphal,1,215,0,0,0,250,0,465,0,1,0
5,Dashmina,0,0,0,0,0,0,0,0,0,0,0
6,Dumki,0,0,0,0,0,0,0,0,0,0,0
7,Galachipa,18,3000,19000,890,52,1500,3000,5390,22050,42,13
8,Kalapara,3,517,14,67,0,3815,540,3499,558,13,8
9,Mirzaganj,0,0,0,0,0,0,0,0,0,0,0
10,Patuakhali Sadar,7,3131,2792,248,0,2207,48,5586,2840,18,6
11,Total,29,6863,21806,1205,52,7772,3588,14940,25448,74,27
