,0,1,2,3,4,5,6,7,8,9,10
0,Number of Non-Government health complex and health facility 2011,,,,,,,,,,
1,Sherpur,,,,,,,,,,
2,,,,,,,,,,,
3,  Upazila,Number of  hospital/ clinic/ nursing home,  Number of bed, Number of  doctor,  Number of nurse, Number of    technician, Number of other staff,Number of patient under health facility - Indoor - Male,Number of patient under health facility - Indoor - Female,Number of patient under health facility - Outdoor - Male,Number of patient under health facility - Outdoor - Female
4,Jhenaigati,0,0,0,0,0,0,0,0,0,0
5,Nakla,1,2,1,1,1,3,15,16,1607,3214
6,Nalitabari,0,0,0,0,0,0,0,0,0,0
7,Sherpur Sadar,8,120,9,18,6,12,105,102,205,220
8,Sreebardi,0,0,0,0,0,0,0,0,0,0
9,Total,9,122,10,19,7,15,120,118,1812,3434
