,0,1,2,3,4,5,6,7,8,9,10
0,Number of Government health complex and health facility 2011,,,,,,,,,,
1,,,,,,,,,,,
2,  Upazila,Number of hospital/ clinic/ nursing home, Number of bed, Number of doctor, Number of nurse, Number of technician,Number of other staff,Number of patient under health facility,Number of patient under health facility,Number of patient under health facility,Number of patient under health facility
3,  Upazila,Number of hospital/ clinic/ nursing home, Number of bed, Number of doctor, Number of nurse, Number of technician,Number of other staff,Indoor,Indoor,Outdoor,Outdoor
4,  Upazila,Number of hospital/ clinic/ nursing home, Number of bed, Number of doctor, Number of nurse, Number of technician,Number of other staff,Male,Female,Male,Female
5,Belabo,1,31,17,10,4,101,1430,2140,25909,55361
6,Manohardi,1,50,21,14,26,143,1598,3036,2679,42468
7,Narsingdi Sadar,39,200,35,67,4,176,1921,2016,12400,13890
8,Palash,3,31,14,12,9,80,1293,3016,2744,3020
9,Roypura,1,31,33,10,6,137,1200,2909,27752,38379
10,Sibpur,1,31,19,12,6,99,826,1217,20841,41682
11,Total,46,374,139,125,55,736,8268,14334,92325,194800
