,0,1,2,3,4,5
0,Average doctor۪s fee per patient 2011,,,,,
1,Kishoreganj,,,,,
2,(Fee in Taka),,,,,
3,Thana/Upazila,Doctor - MBBS,Doctor - FCPS,Doctor - Dentist,Doctor - Gynaecologist,Doctor - Homeopathy
4,Austagram,100,100,50,0,0
5,Bajitpur,150,300,150,150,0
6,Bhairab,200,400,200,400,50
7,Hossainpur,200,0,200,200,50
8,Itna,150,0,0,0,30
9,Karimganj,200,0,100,0,80
10,Katiadi,300,300,250,200,150
11,Kishoreganj Sadar,150,350,300,300,100
12,Kuliar-char,300,150,200,250,50
13,Mithamain,200,3000,100,0,50
14,Nikli,150,0,0,0,0
15,Pakundia,200,100,100,200,100
16,Tarail,200,0,200,200,50
17,Total,2500,4700,1850,1900,710
