,0,1,2,3,4,5,6,7,8,9,10
0,Number of Non-government health complex & health facility 2011,,,,,,,,,,
1,"
Upazila/city corporation",Number of hospital/ clinic/ nursing home,"
Number of bed","
No. of doctor","
Number of
nurse","
Number of technician","Number of
other staff","Number of patient under health
facility 2011","Number of patient under health
facility 2011","Number of patient under health
facility 2011","Number of patient under health
facility 2011"
2,"
Upazila/city corporation",Number of hospital/ clinic/ nursing home,"
Number of bed","
No. of doctor","
Number of
nurse","
Number of technician","Number of
other staff",Indoor,Indoor,Outdoor,Outdoor
3,"
Upazila/city corporation",Number of hospital/ clinic/ nursing home,"
Number of bed","
No. of doctor","
Number of
nurse","
Number of technician","Number of
other staff",Male,Female,Male,Female
4,Bagha,5,25,18,25,10,35,48,150,668,1700
5,Baghmara,4,14,12,8,8,12,144,720,2120,2360
6,Charghat,2,10,4,4,4,9,292,438,1440,5760
7,Durgapur,3,51,11,13,3,14,1069,2784,1671,1984
8,Godagari,2,18,6,6,4,4,0,0,0,0
9,Mohanpur,3,25,9,11,2,0,320,410,525,600
10,Paba,6,42,9,3,0,42,720,530,135,255
11,Puthia,4,38,8,12,6,26,640,830,0,0
