,0,1,2,3,4
0,Number of fisherman and production of fish in following years,,,,
1,,,,,
2,(Production in metric ton) -  Upazila,(Production in metric ton) - 2010-11 - Number,(Production in metric ton) - 2010-11 - Production,(Production in metric ton) - 2009-10 - Number,(Production in metric ton) - 2009-10 - Production
3,Biral,225,1976,184,1882
4,Birampur,260,33,225,28
5,Birganj,430,3506,430,3354
6,Bochaganj,1837,2484,2756,2687
7,Chirirbandar,4500,3471,5635,3493
8,Dinajpur Sadar,882,18,850,17
9,Fulbari,165,1350,160,1200
10,Ghoraghat,320,971,280,943
11,Hakimpur,180,266,170,269
12,Kaharole,529,2098,620,2042
13,Khansama,867,2290,771,2286
14,Nawabganj,1050,2300,1105,2000
15,Parbatipur,350,4500,200,3799
16,Total,11595,25262,13386,24000
