,0,1,2,3,4,5
0,"Number of physician, practitioner in the upazila, city corporation 2011",,,,,
1,,,,,,
2,Upazila,Physician,"MBBS, FCPS/over",L.M.F,Unani / ayurbedic,Homeopathy
3,Biral,113,10,37,23,63
4,Birampur,38,8,8,2,20
5,Birganj,76,5,22,13,36
6,Bochaganj,61,9,32,12,8
7,Chirirbandar,223,6,52,45,120
8,Dinajpur Sadar,404,96,155,13,140
9,Fulbari,48,9,32,2,5
10,Ghoraghat,2,2,5,4,27
11,Hakimpur,13,3,1,2,7
12,Kaharole,119,9,45,19,46
13,Khansama,182,5,5,54,118
14,Nawabganj,41,3,7,0,31
15,Parbatipur,49,7,10,0,32
16,Total,1369,172,411,189,653
