,0,1,2,3,4,5,6,7,8,9,10,11
0,"Number of person, institute borrowing money from nationalized bank 2011",,,,,,,,,,,
1,"

Upazila",Number of branch of all    nationalized bank,Number of borrower,Number of borrower,Number of borrower,Number of borrower,Number of borrower,Number of borrower,Number of borrower,Number of borrower,Number of borrower,Number of borrower
2,"

Upazila",Number of branch of all    nationalized bank,Agriculture debt,Agriculture debt,Industry debt,Industry debt,Other debt,Other debt,"Number of
borrower","Number of
borrower","Total debt
(crore tk)","Total debt
(crore tk)"
3,"

Upazila",Number of branch of all    nationalized bank,Male,Female,Male,Female,Male,Female,Male,Female,Male,Female
4,Chhagalnaiya,8,4137,255,0,0,443,349,4580,604,14,7
5,Daganbhuiyan,8,3280,327,0,0,631,562,3911,889,9,1
6,Feni Sadar,31,1260,0,36,0,5300,0,6596,0,37,0
7,Fulgazi,8,16000,220,0,0,3100,269,19100,480,37,1
8,Parshuram,6,8761,355,0,0,645,396,9406,751,5,0
9,Sonagazi,8,5387,0,0,0,1200,0,6587,0,19,0
10,Total,69,38825,1157,36,0,11319,1576,50180,2724,121,9
