,0,1,2,3,4,5,6
0,Police personnel and criminal offences by municipality 2011,,,,,,
1,,,,,,,
2, Municipality,Police personnel,Criminal offence,Criminal offence,Traffic accident (Reported),Traffic accident (Reported),Traffic accident (Reported)
3, Municipality,Police personnel,Number of offence,Number of case filled,Number of accident,Person killed,Person injured
4,Chhagalnaiya,7,69,69,0,0,0
5,Daganbhuiyan,33,0,0,1,0,1
6,Feni Sadar,66,73,73,32,26,6
7,Parshuram,30,0,66,0,0,0
8,Sonagazi,60,199,199,5,3,5
9,Total,196,341,407,38,29,12
