,0,1,2,3,4,5
0,"Number of physician, practitioner in the upazila, city corporation 2011",,,,,
1,,,,,,
2,Upazila,Physician,"MBBS, FCPS/over",L.M.F,Unani / ayurbedic,Homeopathy
3,Bhaluka,35,16,3,4,12
4,Dhubaura,137,12,87,9,29
5,Fulbaria,164,25,98,6,35
6,Gaffargaon,271,46,28,5,192
7,Gauripur,150,11,20,2,117
8,Phulpur,20,20,4,1,10
9,Haluaghat,70,30,10,15,15
10,Ishwargonj,194,22,35,12,125
11,Muktagacha,49,25,12,7,5
12,Nandail,40,27,2,3,32
13,Mymensingh Sadar,828,632,48,98,105
14,Trishal,30,18,12,0,0
15,Total,1988,884,359,162,677
