,0,1,2,3,4,5,6,7,8,9,10,11
0,"Number of person, institute borrowing money from private commercial bank 2011",,,,,,,,,,,
1,,,,,,,,,,,,
2,  Upazila,Number of branch of all private commercial banks,Number of borrower - Agriculture debt - Male,Number of borrower - Agriculture debt - Female,Number of borrower - Industry debt - Male,Number of borrower - Industry debt - Female,Number of borrower - Other debt - Male,Number of borrower - Other debt - Female,Number of borrower - Male,Number of borrower - Female,Number of borrower - Total debt (crore tk) - Male,Number of borrower - Total debt (crore tk) - Female
3,Baghaichhari,2,0,1333,0,0,0,2000,0,3333,0,5
4,Barkal,0,0,0,0,0,0,0,0,0,0,0
5,Belai Chhari,0,0,0,0,0,0,0,0,0,0,0
6,Jurai Chhari,0,0,0,0,0,0,0,0,0,0,0
7,Kaptai,2,0,0,0,0,0,2409,0,2409,0,360
8,Kawkhali,2,0,0,0,0,0,2244,0,2244,0,3
9,Langadu,6,0,0,0,0,0,3851,0,3851,0,6
10,Naniarchar,1,0,780,0,0,5,519,5,1299,106,4
11,Rangamati Sadar,4,37,15,0,0,314,30,351,45,10,5
12,Rajasthali,1,0,1351,0,0,0,0,0,1351,0,27
13,Total,18,37,3479,0,0,319,11053,356,14532,116,410
