,0,1,2,3,4
0,Area and production of turmeric and ginger 2009-10,,,,
1,Rangamati,,,,
2,(Area in acre and production in metric ton),,,,
3,Upazila,Turmeric Area,Turmeric Production,Ginger Area,Ginger Production
4,Baghaichhari,624,1979,351,1181
5,Barkal,810,1042,468,1942
6,Belai Chhari,189,246,80,132
7,Jurai Chhari,247,317,211,441
8,Kaptai,831,909,562,2894
9,Kawkhali,1205,1819,1078,7009
10,Langadu,172,240,44,67
11,Naniarchar,471,453,264,218
12,Rangamati Sadar,1339,2096,491,1883
13,Rajasthali,31,41,35,5
14,Total,5919,9143,3584,15772
