,0,1,2,3,4,5
0,Daily average wage rate of non-agricultural labour 2011,,,,,
1,Rangamati,,,,,
2,(Wage in taka),,,,,
3,Upazila,Porter (coolee),Garden labour male,Garden female labour,Other labour (Adult),Other labour (Child)
4,Baghaichhari,400,250,150,200,0
5,Barkal,300,300,250,300,0
6,Belai Chhari,400,300,250,300,0
7,Jurai Chhari,300,300,270,300,0
8,Kaptai,400,300,200,200,0
9,Kawkhali,350,300,200,300,0
10,Langadu,500,300,200,250,0
11,Naniarchar,350,300,180,220,0
12,Rangamati Sadar,400,300,250,300,0
13,Rajasthali,250,250,175,250,0
14,Average,365,290,213,262,0
