,0,1,2,3,4,5
0,Daily average wage rate of non-agricultural labour 2011,,,,,
1,Comilla,,,,,
2,,,,,,
3,(Wage in taka) - Upazila,(Wage in taka) - Porter (coolee),(Wage in taka) - Garden labour male,(Wage in taka) - Garden female labour,(Wage in taka) - Other labour (Adult),(Wage in taka) - Other labour (Child)
4,Adarsha Sadar,350,300,250,350,250
5,Barura,300,0,0,250,100
6,Brahmanpara,500,0,0,300,130
7,Burichang,400,0,0,0,0
8,Chandina,500,300,200,300,100
9,Chauddagram,600,0,0,400,200
10,Comilla Sadar Dakshin,350,300,250,220,180
11,Daudkandi,500,250,200,250,150
12,Debidwar,350,250,150,200,100
13,Homna,350,0,0,200,100
14,Laksam,300,250,0,220,150
15,Monoharganj,300,200,150,250,150
16,Meghna,500,0,0,0,150
17,Muradnagar,300,250,150,250,100
18,Nangalkot,500,220,170,200,150
19,Titas,350,250,200,220,150
20,Average,403,257,191,258,144
