,0,1,2,3,4,5,6,7
0,"Number of health centre, providing health and family planning service 2011",,,,,,,
1,"
Upazila","Number of
union health centre",Health service,"
Sterilization","
M.R.",Injection/ copper-T,Oral pill/ condom,"Number of
immunization centre"
2,Alfadanga,5,0,192,10,3853,7816,144
3,Bhanga,11,0,6554,38,8191,20113,289
4,Boalmari,8,0,4000,40,11354,22376,91
5,Charbhadrashon,4,0,1375,65,1405,2135,25
6,Faridpur Sadar,11,0,865,4407,40473,89852,264
7,Madhukhali,8,0,287,398,4659,1003,216
8,Nagarkanda,7,0,3169,491,4982,13545,26
9,Sadarpur,4,0,240,450,1100,1076,127
10,Saltha,6,0,1708,291,4786,13528,18
11,Total,64,0,18390,6190,80803,171444,1200
