,0,1,2,3,4,5,6,7
0,Irrigation by means 2010-2011,,,,,,,
1,(In acre),,,,,,,
2,"
Upazila",Irrigation management,Irrigation management,Irrigation management,Irrigation management,Irrigation management,Irrigation management,"
Total"
3,"
Upazila","Power
pump",Tube well,Doon,"Swing
basket",Canal,Others,"
Total"
4,Amtali,12000,0,0,0,5950,56,18006
5,Bamna,701,30,0,21,0,20,771
6,Barguna Sadar,0,0,0,0,0,0,0
7,Betagi,240,0,30,0,550,0,820
8,Patharghata,2300,0,0,0,50,50,2400
9,Total,15241,30,30,21,6550,126,21997
