,0,1,2,3,4,5,6,7,8,9,10,11
0,"Number of person, institute borrowing money from nationalized bank 2011",,,,,,,,,,,
1,,,,,,,,,,,,
2,Upazila/ city corporation,Number of branch of all nationalized bank,Number of borrower Agriculture debt Male,Number of borrower Agriculture debt female,Number of borrower Industry debt Male,Number of borrower Industry debt female,Number of borrower Others debt Male,Number of borrower Others debt female,Number of borrower Number of borrower Male,Number of borrower Number of borrower female,Number of borrower Total debt (crore) Male,Number of borrower Total debt (crore) female
3,Bagha,6,3183,555,0,0,677,175,3860,730,21,30
4,Baghmara,9,11952,351,0,0,1480,38,13432,389,85,5
5,Charghat,6,265,117,1,0,761,250,1027,367,18.48,6.21
6,Durgapur,3,3129,23,0,0,149,32,806,55,12,1
7,Godagari,6,1307,107,0,0,967,45,2337,152,64.55,0.485
8,Mohanpur,7,3262,265,50,21,1789,69,5101,355,96.22,6.1
9,Paba,9,2034,114,0,0,1099,9,3133,123,37.30,1.549
10,Puthia,8,1740,170,0,0,721,188,2461,358,21.39,2.21
