,0,1,2,3,4,5
0,Number of Government health complex & health personnel 2011,,,,,
1,,,,,,
2,Upazila/city corporation,Number of bed,Number of doctor,Number of nurse,Number of technician,Number of other stuff
3,Agailjhara,50,11,16,9,63
4,Babuganj,31,6,10,5,61
5,Bakerganj,31,17,12,6,20
6,Banaripara,60,19,14,5,89
7,Barisal city corporation,640,201,472,26,335
8,Barisal sadar,0,0,0,0,0
9,Gaurnadi,50,14,17,4,105
10,Hizla,31,7,5,5,75
11,Mehendiganj,31,9,12,10,119
12,Muladi,50,10,10,7,112
13,Wazirpur,50,8,10,4,60
14,Total,1024,302,578,81,1039
