,0,1,2,3,4,5,6,7
0,"Number of health centre, providing health and family planning service 2011",,,,,,,
1,Upazila/city corporation,Number of union health centre,Health service,"
Sterilization","
M.R.",Injectio/ copper-T,Oral pill/ condom,Number of immunization centre
2,Agailjhara,5,82254,177,368,5,5,119
3,Babuganj,4,28254,248,129,4,8,0
4,Bakerganj,7,537,151,401,7,7,0
5,Banaripara,16,36254,15,50,16,16,192
6,Barisal city corporation,10,54432,0,10,10,10,187
7,Barisal city corporation,7,12682,1,7,7,7,130
8,Gaurnadi,16,62698,249,129,16,16,0
9,Hizla,3,32025,47,87,3,3,148
10,Mehendiganj,12,97050,172,170,12,12,0
11,Muladi,4,2150,0,4,4,4,0
12,Wazirpur,4,7862,2,9,4,4,227
13,Total,88,416198,1062,1364,88,92,1003
